run_id,date_hint,category,method,experiment_purpose,status,hosts,storage_locations,relative_paths,branch_commits,has_metrics,has_summary,has_checkpoint,has_archive,archive_paths,keep_or_delete,migration_decision,migration_reason,notes
hybrid_schedule_smoke_s9_20260603,20260603,phase2,hybrid+smoke,temporary debug/smoke support artifact,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/hybrid_schedule_smoke_s9_20260603,runs/phase2/hybrid_schedule_smoke_s9_20260603,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,ignore_or_delete_candidate,do_not_migrate,temporary smoke/debug/support artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_validation_d_multiseed_20260603,20260603,phase2,,Phase 2 run; purpose needs manual confirmation,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_validation_d_multiseed_20260603,runs/phase2/s9_validation_d_multiseed_20260603,s9:mac-python-rollout@63fbdd2 dirty=4,no,yes,no,no,,ignore_or_delete_candidate,do_not_migrate,directory-only or low-value historical artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
smoke_b_nstep_20260603_s9,20260603,phase2,nstep+smoke,temporary debug/smoke support artifact,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/smoke_b_nstep_20260603_s9,runs/phase2/smoke_b_nstep_20260603_s9,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,ignore_or_delete_candidate,do_not_migrate,temporary smoke/debug/support artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
smoke_c_mixed_20260603_s9,20260603,phase2,smoke,temporary debug/smoke support artifact,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/smoke_c_mixed_20260603_s9,runs/phase2/smoke_c_mixed_20260603_s9,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,ignore_or_delete_candidate,do_not_migrate,temporary smoke/debug/support artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
smoke_d_bootstrap_mc_aux_20260603_s9,20260603,phase2,bootstrap+smoke,temporary debug/smoke support artifact,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/smoke_d_bootstrap_mc_aux_20260603_s9,runs/phase2/smoke_d_bootstrap_mc_aux_20260603_s9,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,ignore_or_delete_candidate,do_not_migrate,temporary smoke/debug/support artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_bootstrap150_head_ablation_20260604,20260604,phase2,bootstrap,action-head ablation diagnostic,directory_only,s9,s9:D:/sagin_marl/runs/phase2/s9_bootstrap150_head_ablation_20260604,runs/phase2/s9_bootstrap150_head_ablation_20260604,s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,no,,ignore_or_delete_candidate,do_not_migrate,directory-only or low-value historical artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
guarded_bw_soft_formal_20260605,20260605,phase2,guarded_bw,guarded BW update prototype/check,directory_only,s9,s9:D:/sagin_marl/runs/phase2/guarded_bw_soft_formal_20260605,runs/phase2/guarded_bw_soft_formal_20260605,s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,no,,ignore_or_delete_candidate,do_not_migrate,directory-only or low-value historical artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
guarded_bw_soft_formal_ps_20260605,20260605,phase2,guarded_bw,guarded BW update prototype/check,directory_only,s9,s9:D:/sagin_marl/runs/phase2/guarded_bw_soft_formal_ps_20260605,runs/phase2/guarded_bw_soft_formal_ps_20260605,s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,no,,ignore_or_delete_candidate,do_not_migrate,directory-only or low-value historical artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
guarded_bw_soft_formal_py_20260605,20260605,phase2,guarded_bw,guarded BW update prototype/check,directory_only,s9,s9:D:/sagin_marl/runs/phase2/guarded_bw_soft_formal_py_20260605,runs/phase2/guarded_bw_soft_formal_py_20260605,s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,no,,ignore_or_delete_candidate,do_not_migrate,directory-only or low-value historical artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_guarded_bw_smoke_u240_to_u241_20260605,20260605,phase2,guarded_bw+smoke,guarded BW update prototype/check,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_guarded_bw_smoke_u240_to_u241_20260605,runs/phase2/s9_guarded_bw_smoke_u240_to_u241_20260605,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,ignore_or_delete_candidate,do_not_migrate,temporary smoke/debug/support artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_guarded_bw_soft_smoke_u240_to_u241_20260605,20260605,phase2,guarded_bw+smoke,guarded BW update prototype/check,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_guarded_bw_soft_smoke_u240_to_u241_20260605,runs/phase2/s9_guarded_bw_soft_smoke_u240_to_u241_20260605,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,ignore_or_delete_candidate,do_not_migrate,temporary smoke/debug/support artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_clean_7e539ce_u150_u250_control_fixedtau_20260605_000248,20260605_000248,phase2,fixed_tau,Phase 2 run; purpose needs manual confirmation,directory_only,s9,s9:D:/sagin_marl/runs/phase2/s9_clean_7e539ce_u150_u250_control_fixedtau_20260605_000248,runs/phase2/s9_clean_7e539ce_u150_u250_control_fixedtau_20260605_000248,s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,no,,ignore_or_delete_candidate,do_not_migrate,directory-only or low-value historical artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_clean_7e539ce_u150_u250_control_fixedtau_20260605_000411,20260605_000411,phase2,fixed_tau,Phase 2 run; purpose needs manual confirmation,directory_only,s9,s9:D:/sagin_marl/runs/phase2/s9_clean_7e539ce_u150_u250_control_fixedtau_20260605_000411,runs/phase2/s9_clean_7e539ce_u150_u250_control_fixedtau_20260605_000411,s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,no,,ignore_or_delete_candidate,do_not_migrate,directory-only or low-value historical artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_clean_7e539ce_u150_u250_control_fixedtau_20260605_000534,20260605_000534,phase2,fixed_tau,Phase 2 run; purpose needs manual confirmation,directory_only,s9,s9:D:/sagin_marl/runs/phase2/s9_clean_7e539ce_u150_u250_control_fixedtau_20260605_000534,runs/phase2/s9_clean_7e539ce_u150_u250_control_fixedtau_20260605_000534,s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,no,,ignore_or_delete_candidate,do_not_migrate,directory-only or low-value historical artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_credit_probe_currentcode_u200_u240_control_fixedtau_20260605_121637,20260605_121637,phase2,fixed_tau+credit_probe,per-update credit-direction diagnostic,directory_only,s9,s9:D:/sagin_marl/runs/phase2/s9_credit_probe_currentcode_u200_u240_control_fixedtau_20260605_121637,runs/phase2/s9_credit_probe_currentcode_u200_u240_control_fixedtau_20260605_121637,s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,no,,ignore_or_delete_candidate,do_not_migrate,directory-only or low-value historical artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_credit_probe_currentcode_u200_u240_control_fixedtau_20260605_121833,20260605_121833,phase2,fixed_tau+credit_probe,per-update credit-direction diagnostic,directory_only,s9,s9:D:/sagin_marl/runs/phase2/s9_credit_probe_currentcode_u200_u240_control_fixedtau_20260605_121833,runs/phase2/s9_credit_probe_currentcode_u200_u240_control_fixedtau_20260605_121833,s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,no,,ignore_or_delete_candidate,do_not_migrate,directory-only or low-value historical artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_credit_probe_currentcode_u200_u240_control_fixedtau_20260605_121927,20260605_121927,phase2,fixed_tau+credit_probe,per-update credit-direction diagnostic,directory_only,s9,s9:D:/sagin_marl/runs/phase2/s9_credit_probe_currentcode_u200_u240_control_fixedtau_20260605_121927,runs/phase2/s9_credit_probe_currentcode_u200_u240_control_fixedtau_20260605_121927,s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,no,,ignore_or_delete_candidate,do_not_migrate,directory-only or low-value historical artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
guarded_bw_soft_formal_py_20260605_71737,20260605_71737,phase2,guarded_bw,guarded BW update prototype/check,directory_only,s9,s9:D:/sagin_marl/runs/phase2/guarded_bw_soft_formal_py_20260605_71737,runs/phase2/guarded_bw_soft_formal_py_20260605_71737,s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,no,,ignore_or_delete_candidate,do_not_migrate,directory-only or low-value historical artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
guarded_bw_soft_formal_ps_20260605_93163,20260605_93163,phase2,guarded_bw,guarded BW update prototype/check,directory_only,s9,s9:D:/sagin_marl/runs/phase2/guarded_bw_soft_formal_ps_20260605_93163,runs/phase2/guarded_bw_soft_formal_ps_20260605_93163,s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,no,,ignore_or_delete_candidate,do_not_migrate,directory-only or low-value historical artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_bw_alignment_probe_native_branch_smoke_u250_to_u251_20260606,20260606,phase2,smoke,BW branch/alignment diagnostic,directory_only,s9,s9:D:/sagin_marl/runs/phase2/s9_bw_alignment_probe_native_branch_smoke_u250_to_u251_20260606,runs/phase2/s9_bw_alignment_probe_native_branch_smoke_u250_to_u251_20260606,s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,no,,ignore_or_delete_candidate,do_not_migrate,temporary smoke/debug/support artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_bw_alignment_probe_native_branch_smoke_u250_to_u251_20260606_v2,20260606,phase2,smoke,BW branch/alignment diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_bw_alignment_probe_native_branch_smoke_u250_to_u251_20260606_v2,runs/phase2/s9_bw_alignment_probe_native_branch_smoke_u250_to_u251_20260606_v2,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,ignore_or_delete_candidate,do_not_migrate,temporary smoke/debug/support artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_bw_alignment_probe_smoke_python_u250_to_u251_20260606,20260606,phase2,smoke,BW branch/alignment diagnostic,directory_only,s9,s9:D:/sagin_marl/runs/phase2/s9_bw_alignment_probe_smoke_python_u250_to_u251_20260606,runs/phase2/s9_bw_alignment_probe_smoke_python_u250_to_u251_20260606,s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,no,,ignore_or_delete_candidate,do_not_migrate,temporary smoke/debug/support artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_bw_alignment_probe_smoke_u250_to_u251_20260606,20260606,phase2,smoke,BW branch/alignment diagnostic,directory_only,s9,s9:D:/sagin_marl/runs/phase2/s9_bw_alignment_probe_smoke_u250_to_u251_20260606,runs/phase2/s9_bw_alignment_probe_smoke_u250_to_u251_20260606,s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,no,,ignore_or_delete_candidate,do_not_migrate,temporary smoke/debug/support artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_bw_alignment_probe_smoke_u250_to_u251_20260606_v2,20260606,phase2,smoke,BW branch/alignment diagnostic,directory_only,s9,s9:D:/sagin_marl/runs/phase2/s9_bw_alignment_probe_smoke_u250_to_u251_20260606_v2,runs/phase2/s9_bw_alignment_probe_smoke_u250_to_u251_20260606_v2,s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,no,,ignore_or_delete_candidate,do_not_migrate,temporary smoke/debug/support artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_bw_alignment_probe_smoke_u250_to_u251_20260606_v3,20260606,phase2,smoke,BW branch/alignment diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_bw_alignment_probe_smoke_u250_to_u251_20260606_v3,runs/phase2/s9_bw_alignment_probe_smoke_u250_to_u251_20260606_v3,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,ignore_or_delete_candidate,do_not_migrate,temporary smoke/debug/support artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_branch_guard_smoke_u250_to_u251_20260607_codex,20260607,phase2,smoke,temporary debug/smoke support artifact,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_branch_guard_smoke_u250_to_u251_20260607_codex,runs/phase2/s9_branch_guard_smoke_u250_to_u251_20260607_codex,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,ignore_or_delete_candidate,do_not_migrate,temporary smoke/debug/support artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_branch_guard_smoke_u250_to_u251_20260607_codex_fullrollout,20260607,phase2,smoke,temporary debug/smoke support artifact,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_branch_guard_smoke_u250_to_u251_20260607_codex_fullrollout,runs/phase2/s9_branch_guard_smoke_u250_to_u251_20260607_codex_fullrollout,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,ignore_or_delete_candidate,do_not_migrate,temporary smoke/debug/support artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_bw_alignment_probe_multih_smoke_u250_to_u251_20260607,20260607,phase2,smoke,BW branch/alignment diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_bw_alignment_probe_multih_smoke_u250_to_u251_20260607,runs/phase2/s9_bw_alignment_probe_multih_smoke_u250_to_u251_20260607,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,ignore_or_delete_candidate,do_not_migrate,temporary smoke/debug/support artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_bw_alignment_probe_multih_u200_to_u201_20260607,20260607,phase2,,BW branch/alignment diagnostic,directory_only,s9,s9:D:/sagin_marl/runs/phase2/s9_bw_alignment_probe_multih_u200_to_u201_20260607,runs/phase2/s9_bw_alignment_probe_multih_u200_to_u201_20260607,s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,no,,ignore_or_delete_candidate,do_not_migrate,directory-only or low-value historical artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
matrix_4090_20260608_204151,20260608_204151,phase2,matrix_sweep,4090 control mitigation matrix sweep,directory_only,local,local:/Users/erik/Documents/GitHub/sagin_marl/runs/phase2/matrix_4090_20260608_204151,runs/phase2/matrix_4090_20260608_204151,local:phase2-bw-degradation@ff32886,no,no,no,no,,ignore_or_delete_candidate,do_not_migrate,directory-only or low-value historical artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
matrix_4090_20260608_204227,20260608_204227,phase2,matrix_sweep,4090 control mitigation matrix sweep,directory_only,local,local:/Users/erik/Documents/GitHub/sagin_marl/runs/phase2/matrix_4090_20260608_204227,runs/phase2/matrix_4090_20260608_204227,local:phase2-bw-degradation@ff32886,no,no,no,no,,ignore_or_delete_candidate,do_not_migrate,directory-only or low-value historical artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
heldout_eval_matrix_20260609_smoke,20260609,phase2,matrix_sweep+evaluation+smoke,temporary debug/smoke support artifact,directory_only,s9,s9:D:/sagin_marl/runs/phase2/heldout_eval_matrix_20260609_smoke,runs/phase2/heldout_eval_matrix_20260609_smoke,s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,no,,ignore_or_delete_candidate,do_not_migrate,temporary smoke/debug/support artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
debug_bootstrap_collect_crash_20260609_013216,20260609_013216,phase2,bootstrap,temporary debug/smoke support artifact,debug_or_failed_observed,autodl,autodl:/root/autodl-tmp/sagin_marl/runs/phase2/debug_bootstrap_collect_crash_20260609_013216,runs/phase2/debug_bootstrap_collect_crash_20260609_013216,autodl:mac-python-rollout@b010c5e dirty=1,no,no,no,no,,ignore_or_delete_candidate,do_not_migrate,temporary smoke/debug/support artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
debug_bootstrap_nocompile_20260609_013629,20260609_013629,phase2,bootstrap,temporary debug/smoke support artifact,debug_or_failed_observed,autodl,autodl:/root/autodl-tmp/sagin_marl/runs/phase2/debug_bootstrap_nocompile_20260609_013629,runs/phase2/debug_bootstrap_nocompile_20260609_013629,autodl:mac-python-rollout@b010c5e dirty=1,yes,no,yes,no,,ignore_or_delete_candidate,do_not_migrate,temporary smoke/debug/support artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
h2_probe_4090_smoke_20260610_000744,20260610_000744,phase2,h2_probe+smoke,temporary debug/smoke support artifact,observed_outputs,autodl,autodl:/root/autodl-tmp/sagin_marl/runs/phase2/h2_probe_4090_smoke_20260610_000744,runs/phase2/h2_probe_4090_smoke_20260610_000744,autodl:mac-python-rollout@b010c5e dirty=1,yes,no,yes,no,,ignore_or_delete_candidate,do_not_migrate,temporary smoke/debug/support artifact,long-term registry; smoke-only rows omitted; verify before deleting source data
